,time,memused,swapused,memproc,mem_vm,limit_cgroup,response_time
0,0.0,2236220.0,747312.0,1110294528.0,1808436.0,2147483648.0,348.150
1,0.5,2236640.0,747312.0,1110237184.0,1808436.0,2147483648.0,348.150
2,1.0,2236576.0,747312.0,1110331392.0,1808436.0,2147483648.0,348.150
3,1.5,2236576.0,747312.0,1110401024.0,1808436.0,2147483648.0,348.150
4,2.0,2236576.0,747312.0,1110372352.0,1808436.0,2147483648.0,348.150
5,2.5,2236320.0,747312.0,1110368256.0,1808436.0,2147483648.0,348.150
6,3.0,2236320.0,747312.0,1110335488.0,1808436.0,2147483648.0,348.150
7,3.5,2236068.0,747312.0,1110294528.0,1808436.0,2147483648.0,348.150
8,4.0,2236068.0,747312.0,1110294528.0,1808436.0,2147483648.0,348.150
9,4.5,2236068.0,747312.0,1110249472.0,1808436.0,2147483648.0,348.150
10,5.0,2235816.0,747312.0,1110237184.0,1808500.0,2147483648.0,348.150
11,5.5,2236056.0,747312.0,1110233088.0,1808500.0,2147483648.0,348.150
12,6.0,2236056.0,747312.0,1110171648.0,1808468.0,2147483648.0,348.150
13,6.5,2236056.0,747312.0,1110110208.0,1808468.0,2147483648.0,348.150
14,7.0,2236056.0,747312.0,1110089728.0,1808468.0,2147483648.0,348.150
15,7.5,2235692.0,747312.0,1110061056.0,1808468.0,2147483648.0,348.150
16,8.0,2235692.0,747312.0,1110052864.0,1808468.0,2147483648.0,348.150
17,8.5,2235692.0,747312.0,1110032384.0,1808468.0,2147483648.0,348.150
18,9.0,2235692.0,747312.0,1110007808.0,1808468.0,2147483648.0,348.150
19,9.5,2235944.0,747312.0,1110007808.0,1808468.0,2147483648.0,348.150
20,10.0,2235944.0,747312.0,1109970944.0,1808468.0,2147483648.0,348.150
21,10.5,2235684.0,747312.0,1109929984.0,1808468.0,2147483648.0,348.150
22,11.0,2235684.0,747312.0,1110032384.0,1808468.0,2147483648.0,348.150
23,11.5,2235684.0,747312.0,1109970944.0,1808468.0,2147483648.0,348.150
24,12.0,2235684.0,747312.0,1109917696.0,1808468.0,2147483648.0,348.150
25,12.5,2235684.0,747312.0,1109897216.0,1808468.0,2147483648.0,348.150
26,13.0,2235684.0,747312.0,1109884928.0,1808468.0,2147483648.0,348.150
27,13.5,2235804.0,747312.0,1110003712.0,1808468.0,2147483648.0,348.150
28,14.0,2235804.0,747312.0,1110118400.0,1808436.0,2147483648.0,348.150
29,14.5,2235804.0,747312.0,1110089728.0,1808436.0,2147483648.0,348.150
30,15.0,2235804.0,747312.0,1110024192.0,1808436.0,2147483648.0,348.150
31,15.5,2235544.0,747312.0,1109987328.0,1808436.0,2147483648.0,348.150
32,16.0,2235544.0,747312.0,1109966848.0,1808436.0,2147483648.0,348.150
33,16.5,2235544.0,747312.0,1109819392.0,1808436.0,2147483648.0,348.150
34,17.0,2235544.0,747312.0,1109794816.0,1808468.0,2147483648.0,348.150
35,17.5,2235292.0,747312.0,1109790720.0,1808468.0,2147483648.0,348.150
36,18.0,2235292.0,747312.0,1109790720.0,1808468.0,2147483648.0,348.150
37,18.5,2235040.0,747312.0,1109917696.0,1808468.0,2147483648.0,348.150
38,19.0,2235040.0,747312.0,1109913600.0,1808468.0,2147483648.0,348.150
39,19.5,2235040.0,747312.0,1109884928.0,1808468.0,2147483648.0,348.150
40,20.0,2235040.0,747312.0,1109872640.0,1815032.0,2147483648.0,348.150
41,20.5,2235032.0,747312.0,1109872640.0,1815032.0,2147483648.0,348.150
42,21.0,2235032.0,747312.0,1109839872.0,1814156.0,2147483648.0,348.150
43,21.5,2235032.0,747312.0,1109831680.0,1814156.0,2147483648.0,348.150
44,22.0,2235032.0,747312.0,1109827584.0,1815304.0,2147483648.0,348.150
45,22.5,2234780.0,747312.0,1109827584.0,1815304.0,2147483648.0,348.150
46,23.0,2234780.0,747312.0,1109716992.0,1816348.0,2147483648.0,348.150
47,23.5,2234396.0,747312.0,1109716992.0,1816348.0,2147483648.0,348.150
48,24.0,2234396.0,747312.0,1109716992.0,1816552.0,2147483648.0,348.150
49,24.5,2234396.0,747312.0,1109704704.0,1816552.0,2147483648.0,348.150
50,25.0,2234396.0,747312.0,1109700608.0,1816552.0,2147483648.0,348.150
51,25.5,2234388.0,747312.0,1109671936.0,1816552.0,2147483648.0,348.150
52,26.0,2234388.0,747312.0,1109659648.0,1816456.0,2147483648.0,348.150
53,26.5,2234388.0,747312.0,1109643264.0,1816456.0,2147483648.0,348.150
54,27.0,2234388.0,747312.0,1109643264.0,1816424.0,2147483648.0,348.150
55,27.5,2234388.0,747312.0,1109643264.0,1816424.0,2147483648.0,348.150
56,28.0,2234388.0,747312.0,1109737472.0,1816408.0,2147483648.0,348.150
57,28.5,2234388.0,747312.0,1109819392.0,1816408.0,2147483648.0,348.150
58,29.0,2234136.0,747312.0,1109819392.0,1816472.0,2147483648.0,348.150
59,29.5,2247312.0,747312.0,1113030656.0,1816472.0,2147483648.0,348.150
60,30.0,2260184.0,747312.0,1115070464.0,1816152.0,2147483648.0,348.150
61,30.5,2262248.0,747312.0,1115066368.0,1816152.0,2147483648.0,348.150
62,31.0,2263084.0,747312.0,1115189248.0,1816136.0,2147483648.0,348.150
63,31.5,2263832.0,747312.0,1115316224.0,1816136.0,2147483648.0,348.150
64,32.0,2265688.0,747312.0,1115275264.0,1816232.0,2147483648.0,348.150
65,32.5,2266936.0,747312.0,1115201536.0,1816232.0,2147483648.0,348.150
66,33.0,2267408.0,747312.0,1115303936.0,1816136.0,2147483648.0,348.150
67,33.5,2268568.0,747312.0,1115189248.0,1816136.0,2147483648.0,348.150
68,34.0,2268956.0,747312.0,1115316224.0,1816216.0,2147483648.0,348.150
69,34.5,2270052.0,747312.0,1115709440.0,1816216.0,2147483648.0,348.150
70,35.0,2266980.0,747312.0,1115693056.0,1816248.0,2147483648.0,348.150
71,35.5,2267964.0,747312.0,1115561984.0,1816248.0,2147483648.0,348.150
72,36.0,2269368.0,747312.0,1115553792.0,1816152.0,2147483648.0,348.150
73,36.5,2270912.0,747312.0,1115557888.0,1816152.0,2147483648.0,348.150
74,37.0,2273108.0,747312.0,1115545600.0,1816056.0,2147483648.0,348.150
75,37.5,2272436.0,747312.0,1115619328.0,1816056.0,2147483648.0,348.150
76,38.0,2273348.0,747312.0,1115545600.0,1816216.0,2147483648.0,348.150
77,38.5,2273564.0,747312.0,1115529216.0,1816216.0,2147483648.0,348.150
78,39.0,2272796.0,747312.0,1115635712.0,1816152.0,2147483648.0,348.150
79,39.5,2272456.0,747312.0,1115746304.0,1816152.0,2147483648.0,348.150
80,40.0,2272408.0,747312.0,1115668480.0,1817240.0,2147483648.0,348.150
81,40.5,2272544.0,747312.0,1115639808.0,1817240.0,2147483648.0,348.150
82,41.0,2271300.0,747312.0,1115631616.0,1816648.0,2147483648.0,348.150
83,41.5,2272144.0,747312.0,1115533312.0,1816648.0,2147483648.0,348.150
84,42.0,2272468.0,747312.0,1115529216.0,1816584.0,2147483648.0,348.150
85,42.5,2270160.0,747312.0,1115525120.0,1816584.0,2147483648.0,348.150
86,43.0,2270880.0,747312.0,1115635712.0,1816708.0,2147483648.0,348.150
87,43.5,2270316.0,747312.0,1115623424.0,1816708.0,2147483648.0,348.150
88,44.0,2270316.0,747312.0,1115660288.0,1816536.0,2147483648.0,348.150
89,44.5,2272708.0,747312.0,1115693056.0,1816536.0,2147483648.0,348.150
90,45.0,2273756.0,747312.0,1115746304.0,1816644.0,2147483648.0,283.599
91,45.5,2268508.0,747312.0,1115684864.0,1816644.0,2147483648.0,283.599
92,46.0,2269072.0,747312.0,1115746304.0,1816488.0,2147483648.0,283.599
93,46.5,2269928.0,747312.0,1115975680.0,1816488.0,2147483648.0,283.599
94,47.0,2270436.0,747312.0,1115836416.0,1816488.0,2147483648.0,283.599
95,47.5,2273836.0,747312.0,1115852800.0,1816488.0,2147483648.0,283.599
96,48.0,2273536.0,747312.0,1115852800.0,1816532.0,2147483648.0,283.599
97,48.5,2274036.0,747312.0,1115996160.0,1816532.0,2147483648.0,283.599
98,49.0,2274120.0,747312.0,1115987968.0,1816180.0,2147483648.0,283.599
99,49.5,2273444.0,747312.0,1115992064.0,1816180.0,2147483648.0,283.599
100,50.0,2273364.0,747312.0,1115979776.0,1816464.0,2147483648.0,283.599
101,50.5,2271572.0,747312.0,1115848704.0,1816464.0,2147483648.0,283.599
102,51.0,2271920.0,747312.0,1115848704.0,1816464.0,2147483648.0,283.599
103,51.5,2273036.0,747312.0,1115709440.0,1816464.0,2147483648.0,283.599
104,52.0,2258876.0,747312.0,1115578368.0,1816464.0,2147483648.0,283.599
105,52.5,2258624.0,747312.0,1115578368.0,1816464.0,2147483648.0,283.599
106,53.0,2258624.0,747312.0,1115578368.0,1816672.0,2147483648.0,283.599
107,53.5,2258624.0,747312.0,1115578368.0,1816672.0,2147483648.0,283.599
108,54.0,2258624.0,747312.0,1115578368.0,1816608.0,2147483648.0,283.599
109,54.5,2258624.0,747312.0,1115570176.0,1816608.0,2147483648.0,283.599
110,55.0,2258596.0,747312.0,1115701248.0,1816244.0,2147483648.0,283.599
111,55.5,2258588.0,747312.0,1115697152.0,1816244.0,2147483648.0,283.599
112,56.0,2258588.0,747312.0,1115688960.0,1816512.0,2147483648.0,283.599
113,56.5,2258588.0,747312.0,1115684864.0,1816512.0,2147483648.0,283.599
114,57.0,2258588.0,747312.0,1115672576.0,1816684.0,2147483648.0,283.599
115,57.5,2258336.0,747312.0,1115631616.0,1816684.0,2147483648.0,283.599
116,58.0,2258336.0,747312.0,1115582464.0,1816088.0,2147483648.0,283.599
117,58.5,2258336.0,747312.0,1115688960.0,1816088.0,2147483648.0,283.599
118,59.0,2258336.0,747312.0,1115680768.0,1816024.0,2147483648.0,283.599
119,59.5,2258336.0,747312.0,1115811840.0,1816024.0,2147483648.0,283.599
120,60.0,2258336.0,747312.0,1115807744.0,1815808.0,2147483648.0,283.599
121,60.5,2258152.0,747312.0,1115799552.0,1815808.0,2147483648.0,283.599
122,61.0,2258152.0,747312.0,1115799552.0,1815716.0,2147483648.0,283.599
123,61.5,2258152.0,747312.0,1115791360.0,1815716.0,2147483648.0,283.599
124,62.0,2258152.0,747312.0,1115787264.0,1816552.0,2147483648.0,283.599
125,62.5,2258152.0,747312.0,1115738112.0,1816552.0,2147483648.0,283.599
126,63.0,2258404.0,747312.0,1115668480.0,1816188.0,2147483648.0,283.599
127,63.5,2258404.0,747312.0,1115627520.0,1816188.0,2147483648.0,283.599
128,64.0,2258656.0,747312.0,1115607040.0,1816204.0,2147483648.0,283.599
129,64.5,2258616.0,747312.0,1115316224.0,1816204.0,2147483648.0,283.599
130,65.0,2258616.0,747312.0,1115312128.0,1810428.0,2147483648.0,283.599
131,65.5,2258584.0,747312.0,1115254784.0,1810428.0,2147483648.0,283.599
132,66.0,2258584.0,747312.0,1115033600.0,1810428.0,2147483648.0,283.599
133,66.5,2258584.0,747312.0,1115033600.0,1810428.0,2147483648.0,283.599
134,67.0,2258584.0,747312.0,1114845184.0,1810428.0,2147483648.0,283.599
135,67.5,2258584.0,747312.0,1114775552.0,1810428.0,2147483648.0,283.599
136,68.0,2258584.0,747312.0,1114697728.0,1810388.0,2147483648.0,283.599
137,68.5,2258836.0,747312.0,1114583040.0,1810388.0,2147483648.0,283.599
138,69.0,2259088.0,747312.0,1114513408.0,1810388.0,2147483648.0,283.599
139,69.5,2259088.0,747312.0,1114427392.0,1810388.0,2147483648.0,283.599
140,70.0,2259088.0,747312.0,1114329088.0,1810452.0,2147483648.0,283.599
141,70.5,2259332.0,747312.0,1114144768.0,1810452.0,2147483648.0,283.599
142,71.0,2259832.0,747312.0,1114124288.0,1810452.0,2147483648.0,283.599
143,71.5,2259832.0,747312.0,1113980928.0,1810452.0,2147483648.0,283.599
144,72.0,2255928.0,747312.0,1113874432.0,1810452.0,2147483648.0,283.599
145,72.5,2255928.0,747312.0,1113686016.0,1810452.0,2147483648.0,283.599
146,73.0,2256180.0,747312.0,1113657344.0,1810452.0,2147483648.0,283.599
147,73.5,2256432.0,747312.0,1113452544.0,1810452.0,2147483648.0,283.599
148,74.0,2256684.0,747312.0,1113378816.0,1810452.0,2147483648.0,283.599
149,74.5,2261676.0,747312.0,1113554944.0,1810452.0,2147483648.0,283.599
150,75.0,2267304.0,747312.0,1113264128.0,1810452.0,2147483648.0,283.599
151,75.5,2267488.0,747312.0,1113227264.0,1810452.0,2147483648.0,283.599
152,76.0,2263372.0,747312.0,1113104384.0,1810420.0,2147483648.0,283.599
153,76.5,2271824.0,747312.0,1112907776.0,1810420.0,2147483648.0,283.599
154,77.0,2271672.0,747312.0,1112678400.0,1810420.0,2147483648.0,283.599
155,77.5,2272660.0,747312.0,1112612864.0,1810420.0,2147483648.0,283.599
156,78.0,2272472.0,747312.0,1112436736.0,1810420.0,2147483648.0,283.599
157,78.5,2267440.0,747312.0,1112293376.0,1810420.0,2147483648.0,283.599
158,79.0,2273648.0,747312.0,1112076288.0,1810420.0,2147483648.0,283.599
159,79.5,2273436.0,747312.0,1112104960.0,1810420.0,2147483648.0,283.599
160,80.0,2275568.0,747312.0,1112047616.0,1810420.0,2147483648.0,283.599
161,80.5,2276388.0,747312.0,1111953408.0,1810420.0,2147483648.0,283.599
162,81.0,2277428.0,747312.0,1111797760.0,1816536.0,2147483648.0,283.599
163,81.5,2280324.0,747312.0,1111302144.0,1816536.0,2147483648.0,283.599
164,82.0,2280704.0,747312.0,1111109632.0,1816520.0,2147483648.0,283.599
165,82.5,2280948.0,747312.0,1111101440.0,1816520.0,2147483648.0,283.599
166,83.0,2281884.0,747312.0,1110847488.0,1816596.0,2147483648.0,283.599
167,83.5,2281544.0,747312.0,1110765568.0,1816596.0,2147483648.0,283.599
168,84.0,2281728.0,747312.0,1110642688.0,1816660.0,2147483648.0,283.599
169,84.5,2278484.0,747312.0,1110376448.0,1816660.0,2147483648.0,283.599
170,85.0,2279412.0,747312.0,1110212608.0,1816692.0,2147483648.0,283.599
171,85.5,2280748.0,747312.0,1110122496.0,1816692.0,2147483648.0,283.599
172,86.0,2280672.0,747312.0,1109831680.0,1817056.0,2147483648.0,283.599
173,86.5,2280464.0,747312.0,1109651456.0,1817056.0,2147483648.0,283.599
174,87.0,2280704.0,747312.0,1109508096.0,1816204.0,2147483648.0,283.599
175,87.5,2280612.0,747312.0,1109381120.0,1816204.0,2147483648.0,283.599
176,88.0,2281040.0,747312.0,1109319680.0,1816440.0,2147483648.0,283.599
