Time,VM VIEW Current CGroup Limit,VM VIEW Memory Total,VM VIEW Memory Available,VM VIEW Memory Used,HOST VIEW VM Memory used,HOST VIEW VM Current Swap,VM2 VIEW Response Time,ICMP Response Time,VM2 VIEW Bandwidth Download,VM2 VIEW Bandwidth Upload
1708600010.038185,1744830464,2058121216,1663680512,394440704,1436012544,1193058304,23.677000000000003,3.337224324544271,7.596835772196452,0.36582787831624347
1708600024.325422,1744830464,2058121216,1662402560,395718656,1477312512,1192574976,23.552000000000003,1.8390814463297527,7.704079310099284,0.3662964502970378
1708600039.486819,1744830464,2058121216,1662042112,396079104,1488179200,1192050688,37.617000000000004,4.069685935974121,6.934206485748291,0.6231212615966797
1708600054.3344712,1744830464,2058121216,1659699200,398422016,1519759360,1191526400,24.468999999999998,1.142263412475586,7.198536237080892,0.35777537027994794
1708600070.1389909,1744830464,2058121216,1663041536,395079680,1534091264,1189994496,26.126333333333335,1.3742446899414062,7.571231206258138,0.37452125549316406
1708600084.124149,1744830464,2058121216,1663094784,395026432,1569398784,1188945920,34.7055,1.5277862548828125,7.375925540924072,0.5300660133361816
1708600098.6465073,1744830464,2058121216,1663787008,394334208,1576796160,1188683776,23.949333333333332,1.173098882039388,7.242142041524251,0.3749205271402995
1708600114.2214475,1610612736,2058121216,1664184320,393936896,1610485760,1186848768,25.713000000000005,1.5531380971272786,7.246282577514648,0.3739735285441081
1708600128.9512973,1610612736,2058121216,1664557056,393564160,1610240000,1186324480,24.313,1.7200311024983723,7.256665547688802,0.38272349039713544
1708600143.6703773,1610612736,2058121216,1664237568,393883648,1610387456,1185800192,24.291,2.023458480834961,7.247213999430339,0.38017717997233075
1708600159.8985534,1610612736,2058121216,1663434752,394686464,1609973760,1184489472,26.80666666666667,2.208153406778971,7.334047635396321,0.42081673940022785
1708600174.2257504,1610612736,2058121216,1665908736,392212480,1610162176,1183703040,23.634,3.1621456146240234,7.505879084269206,0.3613141377766927
1708600189.6357594,1610612736,2058121216,1662865408,395255808,1610379264,1182654464,25.429666666666666,1.5091101328531902,7.7381947835286455,0.3968515396118164
1708600204.882984,1610612736,2058121216,1662619648,395501568,1609940992,1182392320,25.179333333333332,1.8384456634521484,7.182228088378906,0.4073689778645833
1708600222.5445347,1610612736,2058121216,1661984768,396136448,1609789440,1181868032,29.18133333333333,1.7476081848144531,7.156627655029297,0.41713937123616535
1708600241.0842872,1476395008,2058121216,1695723520,362397696,1442078720,1181343744,30.62233333333333,1.6142527262369792,7.498473167419434,0.49383004506429035
1708600256.8410542,1476395008,2058121216,1667444736,390676480,1466167296,1180557312,26.019000000000002,3.0481815338134766,7.682567596435547,0.40761152903238934
1708600274.4162045,1476395008,2058121216,1661931520,396189696,1475944448,1180033024,29.038333333333338,2.966165542602539,7.399630228678386,0.46184857686360675
1708600292.3208787,1476395008,2058121216,1670324224,387796992,1476157440,1178722304,29.55033333333333,1.0920365651448567,7.713367144266765,0.4658203125
1708600311.288982,1476395008,2058121216,1660854272,397266944,1476300800,1183186944,31.311333333333334,2.0119349161783853,7.684568405151367,0.4897184371948242
1708600327.4594238,1476395008,2058121216,1664401408,393719808,1476255744,1186029568,26.607666666666663,1.4122327168782551,7.5018618901570635,0.4188718795776367
1708600345.82064,1476395008,2058121216,1661198336,396922880,1475948544,1192345600,30.18733333333333,1.6487439473470051,7.215196927388509,0.4579283396402995
1708600358.832117,1342177280,2058121216,1659408384,398712832,1277960192,1317036032,31.038,2.227663993835449,7.443694114685059,0.454221248626709
1708600374.51565,1342177280,2058121216,1686388736,371732480,1312460800,1315987456,25.874,3.435373306274414,7.56470521291097,0.3798453013102214
1708600388.3179452,1342177280,2058121216,1662447616,395673600,1320169472,1315201024,34.194500000000005,1.2170076370239258,8.171096324920654,0.5599069595336914
1708600405.5637298,1342177280,2058121216,1661583360,396537856,1341870080,1312055296,28.451666666666664,1.5314420064290364,7.875343958536784,0.4424467086791992
1708600420.483713,1342177280,2058121216,1673367552,384753664,1341853696,1309622272,24.620666666666665,1.5714963277180989,7.97294267018636,0.37686506907145184
1708600434.3100467,1342177280,2058121216,1664483328,393637888,1342087168,1299099648,34.301500000000004,1.127481460571289,7.472958087921143,0.53216552734375
1708600450.5999603,1342177280,2058121216,1657155584,400965632,1341923328,1285529600,26.784666666666666,1.6608238220214844,8.621132214864096,0.4097623825073242
1708600466.0121484,1342177280,2058121216,1658535936,399585280,1341931520,1281122304,25.301333333333332,3.255605697631836,7.25205643971761,0.3369569778442383
1708600482.5653021,1207959552,2058121216,1659961344,398159872,1069121536,1285468160,34.404,3.0924081802368164,7.230538845062256,0.4253711700439453
1708600499.8837454,1207959552,2058121216,1663303680,394817536,1100967936,1275621376,28.599333333333334,1.02996826171875,7.764801979064941,0.4642499287923177
1708600515.0841465,1207959552,2058121216,1665908736,392212480,1108254720,1267232768,25.08666666666667,0.7921059926350912,8.160478591918945,0.37741820017496747
1708600528.0384443,1207959552,2058121216,1664786432,393334784,1138712576,1256222720,32.123,2.1184682846069336,7.146875381469727,0.48620176315307617
1708600544.7930264,1207959552,2058121216,1688924160,369197056,1150693376,1245212672,27.651999999999997,1.882632573445638,7.096672058105469,0.39055760701497394
1708600560.6410024,1207959552,2058121216,1662251008,395870208,1170735104,1239707648,26.180666666666667,0.8486111958821615,6.9722639719645185,0.4088417689005534
1708600574.9832096,1207959552,2058121216,1662967808,395153408,1179717632,1234464768,23.667,1.7138322194417317,7.345274925231934,0.37627188364664715
1708600591.063973,1207959552,2058121216,1662889984,395231232,1207590912,1230008320,26.548333333333332,1.423199971516927,7.156037966410319,0.4211638768513997
1708600606.5576317,1073741824,2058121216,1662390272,395730944,1025138688,1326784512,38.2475,11.60120964050293,8.3273606300354,0.4719071388244629
1708600618.5652587,1073741824,2058121216,1663467520,394653696,1037594624,1324130304,29.343,1.5106201171875,8.418132305145264,0.4290733337402344
1708600630.9340057,1073741824,2058121216,1689792512,368328704,1054306304,1321144320,30.5895,1.6086101531982422,8.181903839111328,0.4474167823791504
1708600647.7358677,1073741824,2058121216,1662255104,395866112,1073098752,1320083456,27.746333333333336,1.0894139607747395,7.518779754638672,0.3993419011433919
1708600660.2723446,1073741824,2058121216,1659543552,398577664,1073442816,1318432768,31.0475,1.6056299209594727,8.098594188690186,0.4153251647949219
1708600673.7904284,1073741824,2058121216,1665101824,393019392,1073508352,1323560960,33.4745,1.302480697631836,8.088128089904785,0.5304694175720215
1708600690.065197,1073741824,2058121216,1669246976,388874240,1073352704,1325096960,26.834000000000003,1.8669764200846355,7.586688995361328,0.42252254486083984
1708600707.077557,1073741824,2058121216,1663324160,394797056,1073610752,1328013312,28.100333333333335,1.7824967702229817,7.415742874145508,0.40948327382405597
1708600722.8927712,1073741824,2058121216,1662668800,395452416,1073618944,1327013888,26.12066666666667,0.9264945983886719,8.07922649383545,0.3687804539998372
1708600739.4146967,939524096,2058121216,1661984768,396136448,778887168,1605287936,81.395,2.3479461669921875,12.596782684326172,0.5705661773681641
1708600755.5640929,939524096,2058121216,1662599168,395522048,789401600,1602494464,26.134,1.7334620157877605,7.495904286702474,0.40694332122802734
1708600767.832594,939524096,2058121216,1675341824,382779392,824352768,1599873024,30.427500000000002,1.7027854919433594,7.892941951751709,0.4554605484008789
1708600781.1693342,939524096,2058121216,1663541248,394579968,834514944,1596727296,33.101,0.8473396301269531,6.62368631362915,0.4833850860595703
1708600798.9515855,939524096,2058121216,1670504448,387616768,869982208,1591767040,29.388333333333332,2.2880236307779946,7.519550323486328,0.4489123026529948
1708600815.03141,939524096,2058121216,1661939712,396181504,883515392,1583476736,26.55366666666667,1.352230707804362,7.742427508036296,0.39714304606119794
1708600827.1076488,939524096,2058121216,1662066688,396054528,891920384,1577971712,29.9315,1.8988847732543945,7.457558631896973,0.47196054458618164
1708600843.2542164,939524096,2058121216,1694900224,363220992,927174656,1570631680,26.66,0.9650389353434244,8.335493405659994,0.4238115946451823
1708600861.4423249,939524096,2058121216,1671081984,387039232,939184128,1570009088,30.039666666666665,1.5083154042561848,7.956072807312012,0.4334262212117513
